"id","name","url","kind","health","functionalClass","resultTiles","importState","package","coverage","validation","limitation"
"25","读漫屋","http://m.dumanwu1.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.dumanwu","same_site_successor","device_verified",
"28","野蛮漫画","https://yemancomic.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"29","漫神漫画","https://m.mhkami.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"30","YYDS漫画","https://www.yydsmh.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"43","250漫画","http://www.mh250.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.mh250","exact","device_verified",
"48","神奇漫画","https://sqmh.app","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"49","包子漫画","https://cn.webmota.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.baozimanhua","exact_mirror","device_verified","latest_chapters_may_be_app_only"
"50","漫圈子","https://www.9mqz.com","manga","可用","BrowseWorks","20","active_degraded","eu.kanade.tachiyomi.extension.zh.manquanzi","exact","device_degraded",
"51","漫蛙漫画","https://www.manwamh5.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"53","开心漫画","https://www.kaixinman.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.kaixinman","exact","device_verified",
"55","思思漫画","https://m.sisimanhua.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.sisimanhua","exact","device_verified",
"56","楠楠漫画","https://nnmh.info","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"63","土豪漫画网","https://www.larton.cn","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"64","漫画网","https://www.manhua3.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"65","漫士多","https://manshiduo.org","manga","可用","BrowseWorks","10","active_verified","eu.kanade.tachiyomi.extension.zh.manshiduo","exact","device_verified",
"67","读漫屋网","https://m.dumanwu.org","manga","可用","BrowseWorks","10","active_verified","eu.kanade.tachiyomi.extension.zh.dumanwu","exact","device_verified",
"68","BikaBika漫画","https://m.bikamanhua.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.bikabika","exact","device_verified",
"69","卡拉漫画","https://www.kalamanhua.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"70","六漫画","https://m.liumanhua.com","manga","可用","BrowseWorks","10","implementation_required",,,"not_implemented",
"79","漫画1234","https://m.wmh1234.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.mh1234","exact","device_verified",
"80","W漫画","https://www.wmanhua.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"81","漫画160","https://m.mh160mh.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"91","我爱漫画","https://www.woimh.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"97","国漫吧","http://m.guoman8.cc","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"98","国漫吧（PC）","http://www.guoman8.cc","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"103","猕猴桃漫画","https://manwanu.cc","manga","可用","BrowseWorks","10","active_verified","eu.kanade.tachiyomi.extension.zh.manwashizuku","same_backend_verified_mirror","device_verified","published as the manwanu.cc mirror of 漫蛙(雫), not as a duplicate source"
"104","51漫画","https://www.51comics.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"116","可漫画","https://www.dmanhua.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.dmanhua","exact","device_verified",
"117","大魔兔","http://www.damotu.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"121","动漫星空","http://acg.gamersky.com","manga","可用","BrowseWorks","6","implementation_required",,,"not_implemented",
"124","笨狗漫画","http://m.bengou.co","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"125","漫画大全","http://m.yueman1.cc","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.manhuadaquan","exact","device_verified",
"130","CCC追漫台","https://creative-comic.tw","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.creativecomic","official_alias","device_verified",
"131","漫画皮","http://www.manhuapi.cc","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"132","漫画皮网","http://www.amanhuapi.net","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"134","沐沐漫画","https://www.talkmanhua.com","manga","可用","BrowseWorks","4","implementation_required",,,"not_implemented",
"136","七七漫画屋","https://m.0373xx.com","manga","可用","BrowseWorks","18","implementation_required",,,"not_implemented",
"137","精品漫画","https://m.bjzf.org","manga","可用","BrowseWorks","18","implementation_required",,,"not_implemented",
"138","七七漫画","https://qiim.cc","manga","可用","BrowseWorks","10","implementation_required",,,"not_implemented",
"141","360漫画","https://www.360mh.cc","manga","可用","BrowseWorks","20","active_degraded","eu.kanade.tachiyomi.extension.zh.manhua360","exact","device_degraded","recent_chapters_may_be_app_promo_only"
"142","奇葩漫画","http://www.qipamh.com","manga","可用","BrowseWorks","12","implementation_required",,,"not_implemented",
"143","纸盒漫画","https://www.yi40.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"156","漫画吧网","https://www.manhuaba.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"161","MYCOMIC","https://mycomic.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.mycomic","exact","device_verified",
"180","新漫画","https://xapi.xinmanhua.net","manga","可用","BrowseWorks","15","implementation_required",,,"not_implemented",
"188","漫本","http://www.manben.com","manga","可用","BrowseWorks","10","implementation_required",,,"not_implemented",
"200","天天看漫画","https://www.ttkmh.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.ttkmh","exact","device_verified",
"203","来漫画网","https://m.laimanhua.org","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"204","L漫画","https://lmanhua.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"205","嬉皮漫画","https://m.hipmh.com","manga","可用","BrowseWorks","18","implementation_required",,,"not_implemented",
"207","崩坏3漫画","https://comic.bh3.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"208","泰拉记事社","https://terra-historicus.hypergryph.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.terrahistoricus","official_alias","device_verified",
"209","百合会","https://www.yamibo.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"210","龙王传说","https://www.longwangchuanshuo.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"225","漫画456","https://m.manhua456.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.manhua456","exact","device_verified",
"229","漫画牛","https://www.manhua666.cc","manga","可用","BrowseWorks","6","implementation_required",,,"not_implemented",
"232","漫画台（APP）","https://getconfig-globalapi.yyhao.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"236","爱优漫（APP）","https://getconfig-globalapi.yyhao.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"239","漫客栈","https://www.mkzhan.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"240","漫客栈（APP）","https://comic.mkzhan.com","manga","可用","BrowseWorks","12","implementation_required",,,"not_implemented",
"241","知音漫客","https://m.zymk.cn","manga","可用","BrowseWorks","16","implementation_required",,,"not_implemented",
"260","飞飞漫画","http://www.ffmh123.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"262","咱追漫画","http://www.zanzhui.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"274","SFACG漫画","https://mm.sfacg.com","manga","可用","BrowseWorks","6","implementation_required",,,"not_implemented",
"279","奇妙漫画网","https://www.cxjob.com.cn","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"282","TIBIU漫画","https://comic.tibiu.net","manga","可用","BrowseWorks","10","implementation_required",,,"not_implemented",
"284","奇漫屋网","https://m.qimanwu.app","manga","可用","BrowseWorks","10","implementation_required",,,"not_implemented",
"285","36漫画","https://m.36mh.org","manga","可用","BrowseWorks","10","active_verified","eu.kanade.tachiyomi.extension.zh.manhua36","exact","device_verified",
"287","啵乐漫画","https://boysyo.cc","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"291","香香腐宅","https://boyloveheaven13.cc","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.boylove","exact_current_mirror","device_verified",
"293","言耽社","https://yandanshe.net","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"295","Vomic漫画","https://www.vomicmh.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"300","追更漫画","http://www.zhuigeng.cc","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"303","向日葵连环画","https://m.lhh1.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"304","非常爱漫","https://www.veryim.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"312","新新漫画网","https://xxmh749.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"313","肉漫画","https://www.roumanhua.net","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"314","zero搬运网","https://www.zerobyw33.com","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.zerobyw","scheme_successor","device_verified",
"315","ant搬运网","https://www.antbyw.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"322","G漫画","http://www.gmanhua.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"324","拷贝漫画","https://www.copy4000.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"325","拷贝漫画（APP）","https://www.copy4000.com/h5","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"332","G站漫画","https://m.g-mh.org","manga","可用","BrowseWorks","18","active_verified","eu.kanade.tachiyomi.extension.zh.baozimhorg","family_mirror","device_verified",
"333","GodaManga","https://manhuascans.org","manga","可用","BrowseWorks","18","implementation_required",,,"not_implemented",
"339","漫畫狗","https://dogemanga.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"345","动漫戏说","https://comic.acgn.cc","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"378","Rawkuma","https://rawkuma.net","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.ja.rawkuma","exact","device_verified",
"381","KissAway","https://klz9.com","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"382","KLManga","https://klmanga.cam","manga","可用","BrowseWorks","12","implementation_required",,,"not_implemented",
"383","MangaDex","https://mangadex.org","manga","可用","BrowseWorks","6","active_verified","eu.kanade.tachiyomi.extension.all.mangadex","exact","device_verified",
"401","LoveHug","https://weloma.art","manga","可用","BrowseWorks","20","implementation_required",,,"not_implemented",
"407","哔哩相簿","https://h.bilibili.com","gallery","可用","BrowseWorks","1","unsupported_kind",,,"not_implemented",
"415","Cosplay啦","http://ciyuandao.com/photo","gallery","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"418","唯一图库","http://www.mmonly.cc","gallery","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"422","轻小说文库（轻小说）","https://www.wenku8.cc","novel","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"423","哔哩轻漫画","https://www.bilimanga.net","manga","可用","BrowseWorks","20","active_verified","eu.kanade.tachiyomi.extension.zh.bilimanga","exact","device_verified",
"424","神凑轻小说（轻小说）","https://m.shencou.com","novel","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"426","香香腐宅（轻小说）","https://boyloveheaven13.cc","novel","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"427","拷贝轻小说（轻小说）","https://www.copy4000.com/h5/discover","novel","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"429","SF轻小说（轻小说）","https://m.sfacg.com","novel","可用","BrowseWorks","6","unsupported_kind",,,"not_implemented",
"430","樱花动漫ACD（动画）","http://m.yinghuadm.io","anime","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"433","OmoFun动漫（动画）","https://www.omofuns.com","anime","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"436","MiFun动画（动画）","https://ios.mifun.org","anime","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
"438","小霸王（游戏）","https://www.yikm.net","game","可用","BrowseWorks","20","unsupported_kind",,,"not_implemented",
